depth,size,sample,truth_table_hex
3,70,9,ffffffffffffffffffffffffffffffffffff0000ffff0000ffff0000ffff0000ffffffffffffffffffffffffffffffffffff0000ffff0000ffff0000ffff0000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
3,70,10,000000000000000000000000000000000000000000000000000000000000000000000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff000000000000000000000000000000000000000000000000000000000000000000000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff
3,70,11,00000000ffff000000000000ffff0000ffff0000ffff0000ffff0000ffff000000000000ffff000000000000ffff0000ffff0000ffff0000ffff0000ffff000000000000ffff000000000000ffff0000ffff0000ffff0000ffff0000ffff000000000000ffff000000000000ffff0000ffff0000ffff0000ffff0000ffff0000
3,70,12,ffffffff0f0f0f0fffffffff0f0f0f0fffffffff0f0fffffffffffff0f0fffffffffffff0f0f0f0fffffffff0f0f0f0fffffffff0f0fffffffffffff0f0fffffffffffff0f0f0f0fffffffff0f0f0f0fffffffff0f0fffffffffffff0f0fffffffffffff0f0f0f0fffffffff0f0f0f0fffffffff0f0fffffffffffff0f0fffff
3,70,13,00000000000000000000000000000000ffffffffffffffffffffffffffffffff00000000000000000000000000000000ffffffffffffffffffffffffffffffff00000000000000000000000000000000ffffffffffffffffffffffffffffffff00000000000000000000000000000000ffffffffffffffffffffffffffffffff
3,70,14,0000555500005555000055550000555500005555000055550000555500005555000055550000555500005555000055550000555500005555000055550000555500005555000055550000555500005555000055550000555500005555000055550000555500005555000055550000555500005555000055550000555500005555
3,70,15,fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0fff0
3,70,16,ffffffffffffffffffffffffffffffffccccccccccccccccccccccccccccccccffffffffffffffffffffffffffffffffccccccccccccccccccccccccccccccccffffffffffffffffffffffffffffffffccccccccccccccccccccccccccccccccffffffffffffffffffffffffffffffffcccccccccccccccccccccccccccccccc
3,70,17,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f
3,70,18,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f
3,70,19,00000000000000000000000000000000000000000000000000000000ffffffff00000000000000000000000000000000000000000000000000000000ffffffff00000000000000000000000000000000000000000000000000000000ffffffff00000000000000000000000000000000000000000000000000000000ffffffff
3,80,0,00ff00ffffffffff00ff00ffffffffff00ff00ffffffffff00ff00ffffffffff33ff33ffffffffff33ff33ffffffffff33ff33ffffffffff33ff33ffffffffff00ff00ffffffffff00ff00ffffffffff00ff00ffffffffff00ff00ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
3,80,1,0000000000000000000000000000000000000000000000000000000000000000555555555555555555555555555555555555555555555555555555555555555500000000000000000000000000000000000000000000000000000000000000005555555555555555555555555555555555555555555555555555555555555555
3,80,2,ffffffffffffffffffffffffffffffffccccccccccccccccccccccccccccccccffffffffffffffffffffffffffffffffccccccccccccccccccccccccccccccccffffffffffffffffffffffffffffffffccccccccccccccccccccccccccccccccffffffffffffffffffffffffffffffffcccccccccccccccccccccccccccccccc
3,80,3,ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111ffff1111
3,80,4,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00ff00ff00ff00ffffffffffffffffff00ff00ff00ff00ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00ff00ff00ff00ffffffffffffffffff00ff00ff00ff00ffffffffffffffff
3,80,5,7777777777777777ffffffffffffffffffffffffffffffffffffffffffffffff7777777777777777ffffffffffffffffffffffffffffffffffffffffffffffff7777777777777777ffffffffffffffffffffffffffffffffffffffffffffffff7777777777777777ffffffffffffffffffffffffffffffffffffffffffffffff
3,80,6,0000ffff0000ffff0000ffff0000ffff0000ffffffffffff0000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
3,80,7,00000000000000cc00000000000000cc00000000000000cc00000000cccccccc00000000000000cc00000000000000cc00000000000000cc00000000cccccccc00000000000000cc00000000000000cc00000000000000cc00000000cccccccc00000000000000cc00000000000000cc00000000000000cc00000000cccccccc
3,80,8,00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
3,80,9,1155115511551155115511551155115511551155115511551155115511551155115511551155115511551155115511551155115511551155115511551155115533ff33ff33ff33ff33ff33ff33ff33ff33ff33ff33ff33ff33ff33ff33ff33ff33ff33ff33ff33ff33ff33ff33ff33ff33ff33ff33ff33ff33ff33ff33ff33ff
3,80,10,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffbbbbbbbbffffffffbbbbbbbbffffffffbbbbbbbbffffffffbbbbbbbbffffffffbbbbbbbbffffffffbbbbbbbbffffffffbbbbbbbbffffffffbbbbbbbbffffffff
3,80,11,33333333ffffffff33333333ffffffff33333333ffffffff33333333ffffffff33333333ffffffff33333333ffffffff33333333ffffffff33333333ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
3,80,12,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffffffffffff0000000000000000ffffffffffffffff0000000000000000ffffffffffffffff0000000000000000ffffffffffffffff0000000000000000
3,80,13,ccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccffccff
3,80,14,00000000aaaaaaaa00000000aaaaaaaa00000000aaaaaaaa00000000aaaaaaaa00ff00ffaaffaaff00ff00ffaaffaaff00ff00ffaaffaaff00ff00ffaaffaaff00000000aaaaaaaa00000000aaaaaaaa00000000aaaaaaaa00000000aaaaaaaa00ff00ffaaffaaff00ff00ffaaffaaff00ff00ffaaffaaff00ff00ffaaffaaff
3,80,15,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
3,80,16,00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3,80,17,000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f
3,80,18,ffffffff00005555ffffffff00005555ffffffff00005555ffffffff00005555ffffffff00005555ffffffff00005555ffffffff00005555ffffffff00005555ffffffff00005555ffffffff00005555ffffffff00005555ffffffff00005555ffffffff00005555ffffffff00005555ffffffff00005555ffffffff00005555
3,80,19,0000000000000000000000000000000000000000000000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000000000000000000000000000000000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
3,90,0,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
3,90,1,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff000000000000000000000000ffffffff000000000000000000000000ffffffff000000000000000000000000ffffffff0000000000000000
3,90,2,0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
3,90,3,00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff
3,90,4,3333333333333333333333333333333333333333333333333333333333333333777777777777777777777777777777777777777777777777777777777777777733333333333333333333333333333333333333333333333333333333333333337777777777777777777777777777777777777777777777777777777777777777
3,90,5,3333333300000000333333330000000033333333000000003333333300000000333333330000000033333333000000003333333300000000333333330000000033333333000000003333333300000000333333330000000033333333000000003333333300000000333333330000000033333333000000003333333300000000
3,90,6,00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff
3,90,7,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000
3,90,8,0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f0f
3,90,9,0000ffff0000ffff0000ffff0000ffffffffffffffffffffffffffffffffffff0000ffff0000ffff0000ffff0000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
3,90,10,ffffffffffffffffffff0000ffff0000ffffffffffffffffffff0000ffff0000ffffffffffffffffffff0000ffff0000ffffffffffffffffffff0000ffff0000ffffffffffffffffffff0000ffff0000ffffffffffffffffffff0000ffff0000ffffffffffffffffffff0000ffff0000ffffffffffffffffffff0000ffff0000
3,90,11,000000000000000000000000ffffffff000000000000000000000000ffffffff000000000000000000000000ffffffff000000000000000000000000ffffffff000000000000000000000000ffffffff000000000000000000000000ffffffff000000000000000000000000ffffffff000000000000000000000000ffffffff
3,90,12,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000000000000000000000000000000000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000000000000000000000000000000000000000000000000000
3,90,13,3333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3,90,14,0000000000000000ffffffffffffffff0000000000000000ffffffffffffffff000000ff00ff00ffffffffffffffffff000000ff00ff00ffffffffffffffffff0000000000000000ffffffffffffffff0000000000000000ffffffffffffffff000000ff00ff00ffffffffffffffffff000000ff00ff00ffffffffffffffffff
3,90,15,00000000000000000000000000000000ffffffffffffffffffffffffffffffff00000000000000000000000000000000ffffffffffffffffffffffffffffffff00000000000000000000000000000000ffffffffffffffffffffffffffffffff00000000000000000000000000000000ffffffffffffffffffffffffffffffff
3,90,16,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3,90,17,0000000000000000000000005555555500000000000000000000000055555555000000000000000000000000555555550000000000000000000000005555555500000000000000000000000055555555000000000000000000000000555555550000000000000000000000005555555500000000000000000000000055555555
3,90,18,00ff00ffffffffff00ff00ffffffffff00ffffffffffffff00ffffffffffffff00ff00ffffffffff00ff00ffffffffff00ffffffffffffff00ffffffffffffff00ff00ffffffffff00ff00ffffffffff00ffffffffffffff00ffffffffffffff00ff00ffffffffff00ff00ffffffffff00ffffffffffffff00ffffffffffffff
3,90,19,ffaaffaaffaaffaaaaaaaaaaaaaaaaaaffaaffaaffaaffaaaaaaaaaaaaaaaaaaffaaffaaffaaffaaaaaaaaaaaaaaaaaaffaaffaaffaaffaaaaaaaaaaaaaaaaaaffaaffaaffaaffaaaaaaaaaaaaaaaaaaffaaffaaffaaffaaaaaaaaaaaaaaaaaaffaaffaaffaaffaaaaaaaaaaaaaaaaaaffaaffaaffaaffaaaaaaaaaaaaaaaaaa
3,100,0,ccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffffccccffff
3,100,1,1111111111111111111111111111111111111111111111111111111111111111555555555555555555555555555555555555555555555555555555555555555511111111111111111111111111111111111111111111111111111111111111115555555555555555555555555555555555555555555555555555555555555555
3,100,2,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000000000000000000000000000000000000000000000000000
3,100,3,00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff
3,100,4,0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff0f0fffff
3,100,5,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3,100,6,0000000000000000ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000ffffffffffffffffffffffffffffffffffffffffffffffff
3,100,7,ddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffffddddffff
3,100,8,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff
3,100,9,33333333333333333333333333333333ffffffffffffffffffffffffffffffff33333333333333333333333333333333ffffffffffffffffffffffffffffffff33333333333333333333333333333333ffffffffffffffffffffffffffffffff33333333333333333333333333333333ffffffffffffffffffffffffffffffff
3,100,10,ffffffffffffffffffffffffffffffff00000000000000000000000000000000ffffffffffffffffffffffffffffffff00000000000000000000000000000000ffffffffffffffffffffffffffffffff00000000000000000000000000000000ffffffffffffffffffffffffffffffff00000000000000000000000000000000
3,100,11,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffff00000000ffffffff
3,100,12,00005555000055550000555500005555000055550000555500005555000055550000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff00005555000055550000555500005555000055550000555500005555000055550000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff
3,100,13,a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0
3,100,14,00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff
3,100,15,ffffffffffffffffffffffffffffffffcccccccc00000000cccccccc00000000ffffffffffffffffffffffffffffffffcccccccc00000000cccccccc00000000ffffffffffffffffffffffffffffffffcccccccc00000000cccccccc00000000ffffffffffffffffffffffffffffffffcccccccc00000000cccccccc00000000
3,100,16,000000000000000000000000ffffffff000000000000000000000000ffffffff000000000000000000000000ffffffff000000000000000000000000ffffffff000000000000000000000000ffffffff000000000000000000000000ffffffff000000000000000000000000ffffffff000000000000000000000000ffffffff
3,100,17,0000000000000000000000000000000000000000050505050000000005050505000000000000000000000000000000000000000005050505000000000505050500000000000000000000000000000000000000000505050500000000050505050000000000000000000000000000000000000000050505050000000005050505
3,100,18,77ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff000077ff0000
3,100,19,ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00
4,10,0,0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffffffffffffffffffffffffffffffffffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffffffffffffffffffffffffffffffffffff
4,10,1,ffffffffaaaaaaaaffffffffaaaaaaaaffffffffaaaaaaaaffffffffaaaaaaaaffffffffaaaaaaaaffffffffaaaaaaaaffffffffaaaaaaaaffffffffaaaaaaaaffffffffaaaaaaaaffffffffaaaaaaaaffffffffaaaaaaaaffffffffaaaaaaaaffffffffaaaaaaaaffffffffaaaaaaaaffffffffaaaaaaaaffffffffaaaaaaaa
4,10,2,0000000000000000555555555555555500000000000000005555555555555555000000000000000055555555555555550000000000000000555555555555555500000000000000005555555555555555000000000000000055555555555555550000000000000000555555555555555500000000000000005555555555555555
4,10,3,ffffffffffffffffccccccccccccccccffffffffffffffffcccccccccccccccc0000000000000000000000000000000000000000000000000000000000000000ffffffffffffffffccccccccccccccccffffffffffffffffcccccccccccccccc0000000000000000000000000000000000000000000000000000000000000000
4,10,4,00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff00000000ffffffff0f0f0f0fffffffff0f0f0f0fffffffff0f0f0f0fffffffff0f0f0f0fffffffff0f0f0f0fffffffff0f0f0f0fffffffff0f0f0f0fffffffff0f0f0f0fffffffff
4,10,5,5500555555005555555555555555555555005555550055555555555555555555550055555500555555555555555555555500555555005555555555555555555555005555550055555555555555555555550055555500555555555555555555555500555555005555555555555555555555005555550055555555555555555555
4,10,6,0000ffff0000ffffffffffffffffffffffffffffffffffffffffffffffffffff0000ffff0000ffffffffffffffffffffffffffffffffffffffffffffffffffff0000ffff0000ffff0000ffff0000ffffffffffffffffffffffffffffffffffff0000ffff0000ffff0000ffff0000ffffffffffffffffffffffffffffffffffff
4,10,7,ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000ffff0000
4,10,8,cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc
4,10,9,ffffffffffffffffffff0000ffff0000ffffffffffffffffffff0000ffff0000ffffffffffffffffffff0000ffff0000ffffffffffffffffffff0000ffff0000ffffffffffffffffffff0000ffff0000ffffffffffffffffffff0000ffff0000ffffffffffffffffffff0000ffff0000ffffffffffffffffffff0000ffff0000
4,10,10,a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a00000000000000000000000000000000000000000000000000000000000000000a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a0a00000000000000000000000000000000000000000000000000000000000000000
4,10,11,3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff3f3fffff
4,10,12,00ff00ff00ff00ffffffffffffffffff00ff00ff00ff00ffffffffffffffffff00ff00ff00ff00ffffffffffffffffff00ff00ff00ff00ffffffffffffffffff00ff00ff00ff00ffffffffffffffffff00ff00ff00ff00ffffffffffffffffff00ff00ff00ff00ffffffffffffffffff00ff00ff00ff00ffffffffffffffffff
4,10,13,0000000000000000000000000000000000000000000000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000000000000000000000000000000000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff
4,10,14,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000000000000000000000000000000000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000000000000000000000000000000000000000000000000000
4,10,15,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4,10,16,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000000000000000000000000000000000000000000000000000ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000000000000000000000000000000000000000000000000000
4,10,17,aaaaaaaaaaaaaaaaffffffffffffffffaaaaaaaaaaaaaaaaffffffffffffffffaaaaaaaaaaaaaaaaffffffffffffffffaaaaaaaaaaaaaaaaffffffffffffffffaaaaaaaaaaaaaaaaffffffffffffffffaaaaaaaaaaaaaaaaffffffffffffffffaaaaaaaaaaaaaaaaffffffffffffffffaaaaaaaaaaaaaaaaffffffffffffffff
4,10,18,000000000000000000000000ffffffff000000000000000000000000ffffffff000000000000000000000000ffffffff000000000000000000000000ffffffff000000000000000000000000ffffffff000000000000000000000000ffffffff000000000000000000000000ffffffff000000000000000000000000ffffffff
4,10,19,ffffffffffffffffffffffffffffffffff00ff00ff00ff00ff00ff00ff00ff00ffffffffffffffffffffffffffffffffff00ff00ff00ff00ff00ff00ff00ff00ffffffffffffffffffffffffffffffffff00ff00ff00ff00ff00ff00ff00ff00ffffffffffffffffffffffffffffffffff00ff00ff00ff00ff00ff00ff00ff00
4,20,0,0000ffff0000ffff0000ffff0000ffff000000000000000000000000000000000000ffff0000ffff0000ffff0000ffff000000000000000000000000000000000000ffff0000ffff0000ffff0000ffff000000000000000000000000000000000000ffff0000ffff0000ffff0000ffff00000000000000000000000000000000
4,20,1,ffffffffffffffffffffffffffffffffaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaffffffffffffffffffffffffffffffffaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaffffffffffffffffffffffffffffffffaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaffffffffffffffffffffffffffffffffaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
4,20,2,00000000000000000000000000000000ff00ff00ffffffffff00ff00ffffffff00000000000000000000000000000000ff00ff00ffffffffff00ff00ffffffff00000000000000000000000000000000ff00ff00ffffffffff00ff00ffffffff00000000000000000000000000000000ff00ff00ffffffffff00ff00ffffffff
4,20,3,03030303333333330f0f0f0fffffffff03030303333333330f0f0f0fffffffff03030303333333330f0f0f0fffffffff03030303333333330f0f0f0fffffffff03030303333333330f0f0f0fffffffff03030303333333330f0f0f0fffffffff03030303333333330f0f0f0fffffffff03030303333333330f0f0f0fffffffff
4,20,4,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffffffffffffffffffffffffffff00000000000000000000000000000000ffffffffffffffffffffffffffffffff00000000000000000000000000000000
4,20,5,ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333ffff3333
4,20,6,ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000000000000000000000000000000000000000000000000000
