rule,pcc_mean,pcc_std,entropy_mean
0,0.0,0.0,0.019791781137688015
1,305.0444632839217,0.0,0.4029498889013927
2,27.88655234769078,0.0,0.5096339397448159
3,238.35956295604922,0.0,0.9020703219699686
4,17.064119383723153,0.0,0.538721679752972
5,253.63386363030452,0.0,0.8964538802486548
6,266.75773445074475,0.0,0.8622601912473276
7,268.79668740558594,0.0,0.974579908390716
8,0.0,0.0,0.028723655262784198
9,230.99056788086108,0.0,0.9632341522947921
10,219.55568934163534,0.0,0.8711385718370576
11,303.07532058148684,0.0,0.9501903838173266
12,213.92360510126974,0.0,0.8581972834286841
13,261.41137210821876,0.0,0.9905628158855202
14,219.72594932216515,0.0,0.9978250459230509
15,227.06397476787367,0.0,0.9927744539878082
16,62.6111116184307,0.0,0.5661969901038337
17,245.28652689311775,0.0,0.8525659111586751
18,251.65968295732887,0.0,0.8424450380896503
19,238.73878617144447,0.0,0.8829400298971086
20,248.27903415558825,0.0,0.8457168333806189
21,232.53412696350807,0.0,0.9960271156793209
22,264.0469233285968,0.0,0.9307721212127714
23,275.0065483818319,0.0,0.9767858286517626
24,167.31772159944052,0.0,0.6684536355770081
25,211.83605231393227,0.0,0.9878893016512026
26,247.75436166012588,0.0,0.964636330501434
27,254.26925145237607,0.0,0.9929884744992847
28,230.88747729277077,0.0,0.9971162490068964
29,237.73192538813714,0.0,0.9974015885677396
30,221.28096863656776,0.0,0.9942371708030348
31,266.41003686743096,0.0,0.9924801528656603
32,0.3431457788634731,0.0,0.03327757913032437
33,270.2751699804117,0.0,0.944712149259556
34,196.3112777029154,0.0,0.8148443123943915
35,206.20426803267696,0.0,0.943261957273145
36,1.2350213753450134,0.0,0.27066504139351216
37,247.90952867077334,0.0,0.9616363045374087
38,265.0083895908945,0.0,0.8453123458679325
39,217.56689943050077,0.0,0.9921653877707128
40,4.117749346361677,0.0,0.05509061025642415
41,255.83614622087964,0.0,0.9419486002973346
42,194.22839463602276,0.0,0.9858904868597824
43,169.85831801104126,0.0,0.9986472760340896
44,67.74885686689578,0.0,0.6712842129309244
45,239.86735782819306,0.0,0.9932609657402314
46,236.53920172599675,0.0,0.9896972318366559
47,271.121015333731,0.0,0.996982257715029
48,162.0722833771219,0.0,0.7462821630333213
49,359.6025258906545,0.0,0.9607936947635133
50,244.4540885712467,0.0,0.998387027075055
51,213.275494055583,0.0,0.976500468757824
52,315.4123074318226,0.0,0.8842529094931834
53,214.56804138962644,0.0,0.9566896414313594
54,220.94237442341523,0.0,0.9743610881386533
55,293.26246138751037,0.0,0.999815137552809
56,222.34871902949703,0.0,0.9511886602084809
57,249.95715864223797,0.0,0.9998672216011792
58,237.33360085888637,0.0,0.9556575557678255
59,255.2348745536994,0.0,0.9657753682024643
60,203.6710837128888,0.0,0.9952300706861119
61,318.71392439907646,0.0,0.9843765360973441
62,264.5481162565498,0.0,0.958777859811034
63,216.8589716833227,0.0,0.8614416143872597
64,0.0,0.0,0.029790099674177613
65,248.46132000606866,0.0,0.9619150050196229
66,193.54055208841584,0.0,0.6684998326407096
67,240.49757467461382,0.0,0.9841065258215395
68,147.85649262156142,0.0,0.8150294726898543
69,225.74262011339732,0.0,0.9918936017524319
70,222.5127612299611,0.0,0.9894348026889367
71,220.7604121114103,0.0,0.9927744539878082
72,34.5644282603011,0.0,0.6462792911831359
73,257.95864221079074,0.0,0.9847105677466509
74,192.26537965384102,0.0,0.8723428152575168
75,242.90540123533117,0.0,0.9919608508686321
76,214.30896145423077,0.0,0.9715315825655754
77,244.47050045974436,0.0,0.9999711395549602
78,280.31977118003516,0.0,0.9771791704362605
79,336.1555370175434,0.0,0.9911174073122225
80,212.69228406927976,0.0,0.7272812834140561
81,228.36521230005076,0.0,0.9967438933462361
82,212.2265567957901,0.0,0.9638531034905573
83,275.0851384125266,0.0,0.9970829969911614
84,191.99023754466782,0.0,0.9930996006831829
85,285.1565238388576,0.0,1.0
86,280.79248443723156,0.0,0.9960767130393762
87,314.015956593592,0.0,0.9743724206625973
88,220.54621092645408,0.0,0.9366501693135496
89,322.76022442200343,0.0,0.9923965451693663
90,223.91862991044542,0.0,0.991984321421349
91,271.3250369767349,0.0,0.9573081117938904
92,266.25919586496383,0.0,0.9894067464958858
93,287.1700554548982,0.0,0.9883285944701798
94,238.3054052718697,0.0,0.9738284534085662
95,262.483281209941,0.0,0.7407741034437858
96,1.0294373365904192,0.0,0.044197220648262314
97,286.94180489676694,0.0,0.9437862184588142
98,251.39942887982176,0.0,0.9715084932854794
99,278.4787313835438,0.0,0.9961409331937301
100,55.487345493186695,0.0,0.6720769765263109
101,325.61530017227795,0.0,0.994955663780285
102,281.16702360512403,0.0,0.9917185635644532
103,237.09336830150636,0.0,0.9838438417352384
104,18.91277346065783,0.0,0.5646588094518845
105,213.54312905016332,0.0,0.9930283087937163
106,304.1399914600858,0.0,0.9939150360784188
107,262.4832909434055,0.0,0.9170277710209066
108,199.81556055528597,0.0,0.8845783891977829
109,216.71043522588053,0.0,0.9902676803320513
110,246.2096935014626,0.0,0.980001975072335
111,269.15683091419584,0.0,0.9531679147088582
112,266.4505984259659,0.0,0.9588754106168298
113,230.22496333199143,0.0,0.9978362622035984
114,250.9541363599376,0.0,0.96339090067033
115,240.51783542392377,0.0,0.958916452351673
116,197.86346392929556,0.0,0.9593263299578249
117,237.2832450500141,0.0,0.9819254289141885
118,313.62547049026676,0.0,0.9519819977877144
119,257.8475114048649,0.0,0.8193721987634126
120,243.54167929200742,0.0,0.9937624729327311
121,219.16197012349568,0.0,0.9338787011543266
122,323.9253453605019,0.0,0.9816785822197269
123,253.2330085508355,0.0,0.9587661760296017
124,231.26840891497085,0.0,0.9816740987637546
125,271.1021157834126,0.0,0.9573354135187813
126,282.5045698543865,0.0,0.977682337335247
127,266.00810597690236,0.0,0.8037432516756355
128,0.5147185656095843,0.0,0.029653704816664864
129,293.93721890137317,0.0,0.9660219257567895
130,186.74683078631043,0.0,0.6512212588854652
131,258.8984315561077,0.0,0.9599047843285501
132,59.183216846104926,0.0,0.6421677912701823
133,289.6853270855212,0.0,0.9653175748686543
134,250.57248783751976,0.0,0.9272279150185929
135,234.19513588626273,0.0,0.9927685982702773
136,5.490331366502232,0.0,0.06672027669092392
137,246.17934974826443,0.0,0.9792189363500751
138,243.24748887363762,0.0,0.9715258114006314
139,311.2998328772588,0.0,0.9719970501727906
140,177.50972173252984,0.0,0.8537038012420303
141,180.03009935778573,0.0,0.9771915789031254
142,311.08968320375186,0.0,0.9941540408742795
143,257.1498216703742,0.0,0.9965673708189163
144,175.75699128741354,0.0,0.7098955607097486
145,279.33886402219366,0.0,0.9560997946504137
146,279.0715882112072,0.0,0.8270467774013955
147,205.51720886100105,0.0,0.9851550245160564
148,237.83866068395758,0.0,0.8255031627031875
149,268.6000210203512,0.0,0.9940465044537925
150,219.59664755424865,0.0,0.9914485665307693
151,237.71115042977857,0.0,0.9214246698628906
152,238.2231806613023,0.0,0.7141662221105741
153,299.6770901976858,0.0,0.9932452045063814
154,264.17897550005165,0.0,0.9932566163192554
155,300.97170004076975,0.0,0.881697077193058
156,231.2011010571223,0.0,0.9989235457186086
157,299.55119766403334,0.0,0.9986113803157387
158,270.9941615688961,0.0,0.8694812730720005
159,246.41423579963424,0.0,0.735969490020298
160,9.60808167126308,0.0,0.06124893325470669
161,226.74956326937792,0.0,0.9823199625898624
162,226.06563006290395,0.0,0.9361678556432292
163,292.16780455777024,0.0,0.9624811694298601
164,14.865325327668145,0.0,0.4736464554384381
165,266.6387235767431,0.0,0.9940223070136907
166,189.01444732400068,0.0,0.9970346873825574
167,259.07912470289085,0.0,0.9597314812656057
168,20.24559958380324,0.0,0.14056831595350364
169,238.9682665137408,0.0,0.9956088547855002
170,228.08648271269124,0.0,0.9953784388202257
171,252.6490482927312,0.0,0.9516355615532285
172,41.56841936768741,0.0,0.6133076708102319
173,292.24786192582843,0.0,0.9239898762377956
174,242.9445709691235,0.0,0.9990132038878553
175,239.42528402009538,0.0,0.7990470425732363
176,253.9055112844154,0.0,0.9714343304760797
177,238.22005998159057,0.0,0.9556536234471958
178,248.80093805337202,0.0,0.9988194017945153
179,199.76827036873635,0.0,0.9982082142510958
180,186.7689029457714,0.0,0.9940056027798342
181,215.93670996632346,0.0,0.9700934463730672
182,279.2935457238327,0.0,0.8383430772356613
183,232.479967162251,0.0,0.8236890381186022
184,223.9872483995871,0.0,0.9953784388202257
185,260.8122066810446,0.0,0.9585102596824467
186,228.34327576276303,0.0,0.9074305395703601
187,258.438961941349,0.0,0.7273450220693711
188,199.3734223801452,0.0,0.6563156678461074
189,260.3353719387398,0.0,0.6657427182686024
190,217.9179895346815,0.0,0.6449133347793021
191,290.70088813530276,0.0,0.5660811717518703
192,4.117748524876674,0.0,0.060153797245045784
193,271.9597953475644,0.0,0.9877116914151862
194,230.05721829099497,0.0,0.7678737409437966
195,273.84884815711786,0.0,0.9909247946601699
196,156.66493969065647,0.0,0.8208470208369444
197,235.44647962374881,0.0,0.9928436787620732
198,243.1217227028327,0.0,0.9997114417528098
199,310.8672282005768,0.0,0.9852724385469531
200,70.54927406468612,0.0,0.8713237321325207
201,262.0843892617729,0.0,0.8855418580639457
202,222.8765564234148,0.0,0.6926879108517333
203,248.43203107154665,0.0,0.6486326614941256
204,204.33886624795775,0.0,0.9988455359952016
205,238.27372488532092,0.0,0.951374951576903
206,264.5129656917626,0.0,0.7672084045255448
